CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,timezone1,MatchEndDate,MatchEndTime,MATCH_NO_OF_OVERS,ROUND_ID,MatchTypeName,RowNo,TeamType,CompetitionName,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,MatchHomeTeamLogo,MatchAwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow,ProjectedScore,2ndProjectedScore,3rdProjectedScore,MOM,MOM_TYPE,MOMPlayerId,MOMRuns,MOMBalls,MOMWicket,MOMRC,MOMImage,KO,GMTMatchEndTime,GMTMatchEndDate,matchDateTime,timestamp,CustomMatchTime
168,1611,5,T20 D/N,Post,2024-07-26,26 Jul 2024,India (Women) vs Bangladesh (Women),14:00,08:30 GMT,2024-07-26,76,Bangladesh (Women),52,India (Women),BANW,INDW,72,Rangiri Dambulla International Stadium,India (Women) Won by 10  Wickets (Qualified),Bangladesh (Women),Bangladesh (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,80/8 (20.0 Ov),83/0 (11.0 Ov),,2024-07-26 14:00:00,Dambulla,,,,,,,,500,498,497,145,52,India (Women),,,,,76,Bangladesh (Women),Asia/Kolkata,26 Jul 2024,23:30,20,23,T20,4,,Asia Cup Women T20 2024 Bcci,Dedunu Silva,Nimali Perera,Hemangi Yerzal,India (Women) Won by 10  Wickets (Qualified),https://scores.bcci.tv/matchcentre/teamlogos/bng.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/bng.png,0,+9.5,5e06fdb22a3c493093228705309b237,Smriti Mandhana,55,39,9,1,141.02,https://scores.bcci.tv/matchcentre/playerimages/eHRcoLKxAn1721398880401.png,20196b991076ecad11e9ab5002322e7,Shafali Verma,26,28,2,0,92.85,https://scores.bcci.tv/matchcentre/playerimages/EKK7LVvRuK1721398843398.png,2022-100mb00000000958-84e3e35a9a0711,Nahida Akter,3.0,34,0,0,11.33,0.0,https://scores.bcci.tv/matchcentre/playerimages/JWyeq2INHz1721984551958.png,,,77.50,2,80/8 (20.0 Overs),80,8,20.0,4,83/0 (11.0 Overs),83,0,11.0,7.55,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,Semi Final 1,,,4,151,0,0,Renuka Singh,,888,-,-,3,10,https://scores.bcci.tv/matchcentre/playerimages/SNKvp1rjRW1721398899888.png,Semi Final 1,,,,,
168,1612,2,T20,Post,2024-07-28,28 Jul 2024,India (Women) vs Sri Lanka (Women),15:00,09:30 GMT,2024-07-28,52,India (Women),83,Sri Lanka (Women),INDW,SLW,72,Rangiri Dambulla International Stadium,Sri Lanka (Women) Won by 8  Wickets (Winners),India (Women),India (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,165/6 (20.0 Ov),167/2 (18.4 Ov),,2024-07-28 15:00:00,Dambulla,,,,,,,,496,572,497,121,52,India (Women),,,,,83,Sri Lanka (Women),Asia/Kolkata,28 Jul 2024,23:59,20,11,T20,5,,Asia Cup Women T20 2024 Bcci,Saleem Imtiaz,Shathira Jakir Jesy,Hemangi Yerzal,Sri Lanka (Women) Won by 8  Wickets (Winners),https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/srilanka.png?v=2,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/srilanka.png?v=2,0,+9.5,2022-100mb00000001198-6418e451f0a711,Kavisha Dilhari,30,16,1,2,187.5,https://scores.bcci.tv/matchcentre/playerimages/itaACfn3yH17220146811198.png,2022-100mb00000001204-96224700f0a911,Harshitha Samarawickrama,69,51,6,2,135.29,https://scores.bcci.tv/matchcentre/playerimages/qfDRl3W4j117220147841204.png,1c321bd6cf754f6aa8f13a0f49c469d,Pooja Vastrakar,3.4,29,0,0,7.91,0.0,https://scores.bcci.tv/matchcentre/playerimages/p4r20QszJA1721398829397.png,,,96.67,2,165/6 (20.0 Overs),165,6,20.0,8.25,167/2 (18.4 Overs),167,2,18.4,8.95,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,83,Final,,,5,179,0,0,Harshitha Samarawickrama,,1204,69,51,-,-,https://scores.bcci.tv/matchcentre/playerimages/qfDRl3W4j117220147841204.png,Final,,,,,
172,1613,2,T20,Post,2024-08-07,7 Aug 2024,Australia A (Women) vs India A (Women),13:00,03:00 GMT,2024-08-07,230,Australia A (Women),148,India A (Women),AUS-AW,IND-AW,138,Allan Border Field,Australia A (Women) Won by 5 Runs ,India A (Women),India A (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,163/5 (20.0 Ov),158/6 (20.0 Ov),,2024-08-07 13:00:00,Brisbane,,,,,,,,0,0,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,7 Aug 2024,17:00,20,0,T20,1,,India A Women Tour Of Australia T20 Series 2024,,,,Australia A (Women) Won by 5 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,0,+9.5,2024-100mb00000003353-c4a0961253e911,Bist Raghvi,2,4,0,0,50.0,https://scores.bcci.tv/matchcentre/playerimages/,2024-100mb00000003099-98f92a06cf3411,Sayali Satghare,14,7,2,0,200.0,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000000968-0f3b7a899a1511,Tahlia Mcgrath,4.0,30,0,0,7.5,0.0,https://scores.bcci.tv/matchcentre/playerimages/0FagzwWO0n1703005153968.png,,,99.58,2,163/5 (20.0 Overs),163,5,20.0,8.15,158/6 (20.0 Overs),158,6,20.0,7.9,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,230,1st T20,,,1,158,0,0,,,,-,-,-,-,,,,,,,
172,1614,2,T20,Post,2024-08-09,9 Aug 2024,Australia A (Women) vs India A (Women),13:00,03:00 GMT,2024-08-09,148,India A (Women),230,Australia A (Women),IND-AW,AUS-AW,138,Allan Border Field,Australia A (Women) Won by 8 Wickets ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,130/9 (20.0 Ov),133/2 (18.2 Ov),,2024-08-09 13:00:00,Brisbane,,,,,,,,0,0,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,9 Aug 2024,17:30,20,0,T20,2,,India A Women Tour Of Australia T20 Series 2024,,,,Australia A (Women) Won by 8 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,0,+9.5,2024-100mb00000003351-5ee7dea653e811,Tahlia Wilson,53,46,6,0,115.21,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000000968-0f3b7a899a1511,Tahlia Mcgrath,47,38,5,1,123.68,https://scores.bcci.tv/matchcentre/playerimages/0FagzwWO0n1703005153968.png,2022-100mb00000000886-de269f4788b811,Meghna Singh,3.2,20,0,1,6.0,20.0,https://scores.bcci.tv/matchcentre/playerimages/Meghna-Singh.jpg,,,95.83,2,130/9 (20.0 Overs),130,9,20.0,6.5,133/2 (18.2 Overs),133,2,18.2,7.25,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,230,2nd T20,,,2,145,0,0,,,,-,-,-,-,,,,,,,
172,1615,2,T20,Post,2024-08-11,11 Aug 2024,Australia A (Women) vs India A (Women),13:00,03:00 GMT,2024-08-11,148,India A (Women),230,Australia A (Women),IND-AW,AUS-AW,138,Allan Border Field,Australia A (Women) Won by 7 Wickets ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,120/8 (20.0 Ov),121/3 (13.5 Ov),,2024-08-11 13:00:00,Brisbane,,,,,,,,591,592,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,11 Aug 2024,17:00,20,0,T20,3,,India A Women Tour Of Australia T20 Series 2024,Brigham D,Roberto Howard,,Australia A (Women) Won by 7 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,0,+9.5,2022-100mb00000000968-0f3b7a899a1511,Tahlia Mcgrath,51,22,8,2,231.81,https://scores.bcci.tv/matchcentre/playerimages/0FagzwWO0n1703005153968.png,2024-100mb00000003346-91d0143d53e711,Tess Flintoff,2,4,0,0,50.0,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000001653-a4f559707f7211,Shabnam Shakil,2.5,28,0,1,9.88,17.0,https://scores.bcci.tv/matchcentre/playerimages/sU1ZdHtqd316737105241653.png,,,84.58,2,120/8 (20.0 Overs),120,8,20.0,6,121/3 (13.5 Overs),121,3,13.5,8.75,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,230,3rd T20,,,3,175,0,0,,,,-,-,-,-,,,,,,,
173,1616,3,One Day,Post,2024-08-14,14 Aug 2024,Australia A (Women) vs India A (Women),05:30,19:30 GMT,2024-08-13,148,India A (Women),230,Australia A (Women),IND-AW,AUS-AW,139,"Great Barrier Reef Arena, Mackay",Australia A (Women) Won by 4 Wickets ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,249/9 (50.0 Ov),250/6 (47.0 Ov),,2024-08-14 05:30:00,Queensland,,,,,,,,594,593,0,230,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,14 Aug 2024,17:30,50,0,ODI,1,,India A Women Tour Of Australia One Day Series 2024,David Taylor,Troy Penman,,Australia A (Women) Won by 4 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,0,+9.5,2024-100mb00000003354-f81e619f546711,Kate Peterson,1,3,0,0,33.33,https://scores.bcci.tv/matchcentre/playerimages/,2024-100mb00000003342-e03bede253e611,Maitlan Brown,0,0,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000000886-de269f4788b811,Meghna Singh,9.0,43,0,2,4.78,27.0,https://scores.bcci.tv/matchcentre/playerimages/Meghna-Singh.jpg,,,97.00,2,249/9 (50.0 Overs),249,9,50.0,4.98,250/6 (47.0 Overs),250,6,47.0,5.32,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,230,1st OD,,,1,266,0,0,,,,-,-,-,-,,,,,,,
173,1617,1,One Day D/N,Post,2024-08-16,16 Aug 2024,Australia A (Women) vs India A (Women),13:20,03:20 GMT,2024-08-16,148,India A (Women),230,Australia A (Women),IND-AW,AUS-AW,139,"Great Barrier Reef Arena, Mackay",Australia A (Women) Won by 8 Wickets ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,218/10 (48.0 Ov),221/2 (40.2 Ov),,2024-08-16 13:20:00,Queensland,,,,,,,,0,0,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,16 Aug 2024,23:30,50,0,ODI,2,,India A Women Tour Of Australia One Day Series 2024,,,,Australia A (Women) Won by 8 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,0,+9.5,2022-100mb00000000968-0f3b7a899a1511,Tahlia Mcgrath,32,26,5,0,123.07,https://scores.bcci.tv/matchcentre/playerimages/0FagzwWO0n1703005153968.png,2024-100mb00000003343-1bc2f13e53e711,Maddy Darke,106,115,7,0,92.17,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000001653-a4f559707f7211,Shabnam Shakil,6.2,38,0,0,6.0,0.0,https://scores.bcci.tv/matchcentre/playerimages/sU1ZdHtqd316737105241653.png,,,90.33,2,218/10 (48.0 Overs),218,10,48.0,4.54,221/2 (40.2 Overs),221,2,40.2,5.48,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,230,2nd OD,,,2,274,0,0,,,,-,-,-,-,,,,,,,
173,1618,1,One Day D/N,Post,2024-08-18,18 Aug 2024,Australia A (Women) vs India A (Women),13:20,03:20 GMT,2024-08-18,148,India A (Women),230,Australia A (Women),IND-AW,AUS-AW,139,"Great Barrier Reef Arena, Mackay",India A (Women) Won by 171 Runs ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,243/9 (50.0 Ov),72/10 (22.1 Ov),,2024-08-18 13:20:00,Queensland,,,,,,,,0,0,0,0,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,18 Aug 2024,23:30,50,0,ODI,3,,India A Women Tour Of Australia One Day Series 2024,,,,India A (Women) Won by 171 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,0,+9.5,2024-100mb00000003366-d339291e5d0e11,Lilly Mills,0,8,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,2024-100mb00000003350-396dc64e53e811,Grace Parsons,0,2,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,2023-100mb00000001909-e56bb657b38a11,Minnu Mani,2.1,4,0,2,1.85,6.5,https://scores.bcci.tv/matchcentre/playerimages/,,,72.17,2,243/9 (50.0 Overs),243,9,50.0,4.86,72/10 (22.1 Overs),72,10,22.1,3.25,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,148,3rd OD,,,3,162,0,0,,,,-,-,-,-,,,,,,,
174,1619,6,Multi Day,Post,2024-08-22,22 Aug 2024,Australia A (Women) vs India A (Women),09:30,23:30 GMT,2024-08-21,230,Australia A (Women),148,India A (Women),AUS-AW,IND-AW,140,Kerrydale Oval,Australia A (Women) Won by 45 Runs ,Australia A (Women),Australia A (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,212/10 (65.5 Ov) & 260/10 (92.0 Ov),184/10 (73.1 Ov) & 243/10 (92.5 Ov),,2024-08-22 09:30:00,Gold Coast,,,,,,,,54,596,0,230,230,Australia A (Women),,,,,148,India A (Women),Asia/Kolkata,25 Aug 2024,17:30,90,0,Test,1,,India A Women Tour Of Australia Only Unofficial Test 2024,Simon A Lightbody,Drew Crozier,,Australia A (Women) Won by 45 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,https://scores.bcci.tv/matchcentre/teamlogos/7CULHqQdTT1722943854Aus.png,https://scores.bcci.tv/matchcentre/teamlogos/exxrHiweo31722943975BCCI.png,0,+9.5,2024-100mb00000003099-98f92a06cf3411,Sayali Satghare,21,36,2,1,58.33,https://scores.bcci.tv/matchcentre/playerimages/,2024-100mb00000003091-12eb130dca7011,Priya Mishra,4,20,1,0,20.0,https://scores.bcci.tv/matchcentre/playerimages/,2024-100mb00000003348-e90e067353e711,Charli Knott,17.5,34,4,3,1.91,35.66,https://scores.bcci.tv/matchcentre/playerimages/,,,100.79,4,212/10 (65.5 Overs),212,10,65.5,3.22,184/10 (73.1 Overs),184,10,73.1,2.51,260/10 (92.0 Overs),260,10,92.0,2.83,243/10 (92.5 Overs),243,10,92.5,2.62,,,,,,,,,,,2,230,Australia A (Women),148,India A (Women),,,,,230,TEST,,,1,0,0,0,,,,-,-,-,-,,,,,,,
188,1678,11,T20 WarmUp Practice,Post,2024-09-29,29 Sep 2024,India (Women) vs West Indies (Women),18:00,14:00 GMT,2024-09-29,52,India (Women),75,West Indies (Women),INDW,WIW,123,ICC Academy Ground No 2,India (Women) Won by 20 Runs ,West Indies (Women),West Indies (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,141/8 (20.0 Ov),121/8 (20.0 Ov),,2024-09-29 18:00:00,Dubai,,,,,,,,481,504,0,0,52,India (Women),,,,,75,West Indies (Women),Asia/Dubai,29 Sep 2024,22:30,20,0,Warm Up Practice Match,2,,Icc Womens T20 World Cup Warm Up Matches 2024,Eloise Sheridan,Sarah Dambanevana,,India (Women) Won by 20 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/SYHtaZYFdz1729664662WI.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/SYHtaZYFdz1729664662WI.png,0,+9.5,2023-100mb00000001928-e5758770b39011,Shreyanka Patil,4,1,1,0,400.0,https://scores.bcci.tv/matchcentre/playerimages/Mqd4u2MC4K17276908851928.png,934e9959231c4ca3b118005cdbee4e8,Deepti Sharma,13,8,2,0,162.5,https://scores.bcci.tv/matchcentre/playerimages/RgCnCxxZg61727690988395.png,2024-100mb00000003434-e984713a7a6811,Ashmini Munisar,4.0,33,0,1,8.25,24.0,https://scores.bcci.tv/matchcentre/playerimages/eUxzfzWphg17277768863434.png,,,,2,141/8 (20.0 Overs),141,8,20.0,7.05,121/8 (20.0 Overs),121,8,20.0,6.05,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,Warm Up Practice Match,,,2,121,0,0,,,,-,-,-,-,,,18:30 GMT,2024-09-29,,,
188,1679,11,T20 WarmUp Practice,Post,2024-10-01,1 Oct 2024,South Africa (Women) vs India (Women),18:00,14:00 GMT,2024-10-01,52,India (Women),54,South Africa (Women),INDW,SAW,122,ICC Academy Ground,India (Women) Won by 28 Runs ,South Africa (Women),South Africa (Women) Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,144/7 (20.0 Ov),116/6 (20.0 Ov),,2024-10-01 18:00:00,Dubai,,,,,,,,0,0,0,0,54,South Africa (Women),,,,,52,India (Women),Asia/Dubai,1 Oct 2024,22:30,20,0,Warm Up Practice Match,4,,Icc Womens T20 World Cup Warm Up Matches 2024,,,,India (Women) Won by 28 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/tY4UgfmAqX1729664332South-Africa.png,https://scores.bcci.tv/matchcentre/teamlogos/tY4UgfmAqX1729664332South-Africa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2023-100mb00000001709-f1da89c196ff11,Annerie Dercksen,21,16,3,0,131.25,https://scores.bcci.tv/matchcentre/playerimages/KDQ365iQMr17276996901709.png,2022-100mb00000000947-7fbbe0469a0411,Sinalo Jafta,4,8,0,0,50.0,https://scores.bcci.tv/matchcentre/playerimages/FxJHSkvApC1727699937947.png,2023-100mb00000001928-e5758770b39011,Shreyanka Patil,3.0,21,0,1,7.0,18.0,https://scores.bcci.tv/matchcentre/playerimages/Mqd4u2MC4K17276908851928.png,,,,2,144/7 (20.0 Overs),144,7,20.0,7.2,116/6 (20.0 Overs),116,6,20.0,5.8,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,Warm Up Practice Match,,,4,116,0,0,,,,-,-,-,-,,,18:30 GMT,2024-10-01,,,
153,1494,8,T20 (N),Post,2024-10-04,4 Oct 2024,India (Women) vs New Zealand (Women),18:00,14:00 GMT,2024-10-04,73,New Zealand (Women),52,India (Women),NZW,INDW,51,Dubai International Cricket Stadium,New Zealand (Women) Won by 58  Runs ,New Zealand (Women),New Zealand (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,160/4 (20.0 Ov),102/10 (19.0 Ov),,2024-10-04 18:00:00,Dubai,,,,,,,,494,6,196,114,52,India (Women),,,,,73,New Zealand (Women),Asia/Dubai,4 Oct 2024,23:59,20,0,T20,2,,Icc Womens T20 World Cup 2024,Anna Harris,Jacqueline Williams,Claire Polosak,New Zealand (Women) Won by 58  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,0,+9.5,2022-100mb00000000888-48b089d388b911,Renuka Singh,0,1,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/zr57kOzW041728301097888.png,2023-100mb00000001920-1e6c1fc5b39011,Sobhana Asha,6,10,0,0,60.0,https://scores.bcci.tv/matchcentre/playerimages/nKSsokcxWs17283008631920.png,2022-100mb00000000901-76b8cd0d88be11,Rosemary Mair,4.0,19,0,4,4.75,6.0,https://scores.bcci.tv/matchcentre/playerimages/Z3cRG4h6a31728014471901.png,,,,2,160/4 (20.0 Overs),160,4,20.0,8,102/10 (19.0 Overs),102,10,19.0,5.37,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,73,T20I,,,2,107,0,0,Sophie Devine,,890,57,36,-,-,https://scores.bcci.tv/matchcentre/playerimages/JMzAE9XTtb1728014411890.png,,19:59 GMT,2024-10-04,,,
153,1495,8,T20 (N),Post,2024-10-06,6 Oct 2024,India (Women) vs Pakistan (Women),14:00,10:00 GMT,2024-10-06,74,Pakistan (Women),52,India (Women),PAKW,INDW,51,Dubai International Cricket Stadium,India (Women) Won by 6  Wickets ,Pakistan (Women),Pakistan (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,105/8 (20.0 Ov),108/4 (18.5 Ov),,2024-10-06 14:00:00,Dubai,,,,,,,,481,480,6,114,52,India (Women),,,,,74,Pakistan (Women),Asia/Dubai,6 Oct 2024,22:00,20,0,T20,4,,Icc Womens T20 World Cup 2024,Eloise Sheridan,Lauren Agenbag,Jacqueline Williams,India (Women) Won by 6  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/v0FFav09Bh1686738723pakistan.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/v0FFav09Bh1686738723pakistan.png,0,+9.5,2024-100mb00000003092-8cb56a3fca7211,Sajeevan Sajana,4,1,1,0,400.0,https://scores.bcci.tv/matchcentre/playerimages/OW9u9O1j0q17276912503092.png,934e9959231c4ca3b118005cdbee4e8,Deepti Sharma,7,8,0,0,87.5,https://scores.bcci.tv/matchcentre/playerimages/a9L4KHsPvu1728300907395.png,2022-100mb00000000924-a85d5e5f99ed11,Nida Dar,1.5,10,0,0,5.45,0.0,https://scores.bcci.tv/matchcentre/playerimages/5YUS1D2fCx1727776712924.png,,,,2,105/8 (20.0 Overs),105,8,20.0,5.25,108/4 (18.5 Overs),108,4,18.5,5.73,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,T20I,,,4,114,0,0,Arundhati Reddy,,391,-,-,3,19,https://scores.bcci.tv/matchcentre/playerimages/9uRQvYSKHy1727691592391.png,,18:00 GMT,2024-10-06,,,
153,1496,8,T20 (N),Post,2024-10-09,9 Oct 2024,India (Women) vs Sri Lanka (Women),18:00,14:00 GMT,2024-10-09,52,India (Women),83,Sri Lanka (Women),INDW,SLW,51,Dubai International Cricket Stadium,India (Women) Won by 82  Runs ,India (Women),India (Women) Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,172/3 (20.0 Ov),90/10 (19.5 Ov),,2024-10-09 18:00:00,Dubai,,,,,,,,312,480,0,114,52,India (Women),,,,,83,Sri Lanka (Women),Asia/Dubai,9 Oct 2024,23:59,20,0,T20,5,,Icc Womens T20 World Cup 2024,KN Ramesh,Lauren Agenbag,,India (Women) Won by 82  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/srilanka.png?v=2,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/srilanka.png?v=2,0,+9.5,2022-100mb00000001206-fae90901f0a911,Udeshika Prabodhani,9,17,0,0,52.94,https://scores.bcci.tv/matchcentre/playerimages/ePRNT18cCz17279361151206.png,2022-100mb00000001208-52ad8513f0aa11,Inoka Ranaweera,2,5,0,0,40.0,https://scores.bcci.tv/matchcentre/playerimages/D0ZpMrVFba17279361391208.png,934e9959231c4ca3b118005cdbee4e8,Deepti Sharma,3.5,16,0,1,4.17,23.0,https://scores.bcci.tv/matchcentre/playerimages/a9L4KHsPvu1728300907395.png,,,,2,172/3 (20.0 Overs),172,3,20.0,8.6,90/10 (19.5 Overs),90,10,19.5,4.54,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,T20I,,,5,90,0,0,Harmanpreet Kaur,Batting,387,52,27,-,-,https://scores.bcci.tv/matchcentre/playerimages/xsuwaa9he61728300890387.png,,19:59 GMT,2024-10-09,,,
